 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 420,000      | 	 84           | 	 0            | 	 84,075,000   | 	 2,260,504  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 420,000      | 	 275          | 	 0            | 	 274,787,000  | 	 34,076,672 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 420,000      | 	 122          | 	 0            | 	 121,321,000  | 	 16,153,040 
 merge sort                     | 	 / 1 (n_const)  | 	 430,000      | 	 177          | 	 0            | 	 177,082,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 430,000      | 	 155          | 	 0            | 	 155,442,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 430,000      | 	 87           | 	 0            | 	 87,003,000   | 	 2,252,960  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 430,000      | 	 370          | 	 0            | 	 369,820,000  | 	 37,224,448 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 430,000      | 	 125          | 	 0            | 	 124,617,000  | 	 16,109,088 
 merge sort                     | 	 / 1 (n_const)  | 	 440,000      | 	 220          | 	 0            | 	 219,741,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 440,000      | 	 206          | 	 0            | 	 205,801,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 440,000      | 	 111          | 	 0            | 	 111,478,000  | 	 2,210,608  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 440,000      | 	 172          | 	 0            | 	 171,792,000  | 	 43,513,856 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 440,000      | 	 158          | 	 0            | 	 158,342,000  | 	 16,655,560 
 merge sort                     | 	 / 1 (n_const)  | 	 450,000      | 	 214          | 	 0            | 	 213,505,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 450,000      | 	 251          | 	 0            | 	 251,426,000  | 	 2,490,400  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 450,000      | 	 101          | 	 0            | 	 101,320,000  | 	 2,220,344  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 450,000      | 	 283          | 	 0            | 	 283,764,000  | 	 39,319,552 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 450,000      | 	 152          | 	 0            | 	 151,907,000  | 	 19,464,512 
 merge sort                     | 	 / 1 (n_const)  | 	 460,000      | 	 213          | 	 0            | 	 213,614,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 460,000      | 	 194          | 	 0            | 	 193,980,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 460,000      | 	 108          | 	 0            | 	 107,817,000  | 	 2,237,048  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 460,000      | 	 302          | 	 0            | 	 301,469,000  | 	 39,847,936 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 460,000      | 	 370          | 	 0            | 	 369,951,000  | 	 9,759,840  
 merge sort                     | 	 / 1 (n_const)  | 	 470,000      | 	 210          | 	 0            | 	 209,702,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 470,000      | 	 183          | 	 0            | 	 183,118,000  | 	 2,621,440  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 470,000      | 	 112          | 	 0            | 	 112,008,000  | 	 2,225,200  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 470,000      | 	 298          | 	 0            | 	 297,780,000  | 	 17,825,792 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 470,000      | 	 148          | 	 0            | 	 147,978,000  | 	 17,195,456 
 merge sort                     | 	 / 1 (n_const)  | 	 480,000      | 	 222          | 	 0            | 	 221,727,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 480,000      | 	 195          | 	 0            | 	 194,227,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 480,000      | 	 106          | 	 0            | 	 106,400,000  | 	 2,258,432  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 480,000      | 	 333          | 	 0            | 	 333,389,000  | 	 38,275,072 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 480,000      | 	 338          | 	 0            | 	 338,292,000  | 	 6,650,640  
 merge sort                     | 	 / 1 (n_const)  | 	 490,000      | 	 231          | 	 0            | 	 230,505,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 490,000      | 	 194          | 	 0            | 	 193,919,000  | 	 2,490,400  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 490,000      | 	 115          | 	 0            | 	 115,891,000  | 	 2,120,120  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 490,000      | 	 291          | 	 0            | 	 291,276,000  | 	 42,993,664 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 490,000      | 	 170          | 	 0            | 	 170,175,000  | 	 19,006,880 
 merge sort                     | 	 / 1 (n_const)  | 	 500,000      | 	 223          | 	 0            | 	 222,981,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 500,000      | 	 214          | 	 0            | 	 214,246,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 500,000      | 	 114          | 	 0            | 	 114,371,000  | 	 2,249,952  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 500,000      | 	 288          | 	 0            | 	 287,990,000  | 	 41,418,752 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 500,000      | 	 175          | 	 0            | 	 175,030,000  | 	 19,165,952 
 merge sort                     | 	 / 1 (n_const)  | 	 510,000      | 	 244          | 	 0            | 	 244,366,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 510,000      | 	 210          | 	 0            | 	 209,645,000  | 	 1,441,824  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 510,000      | 	 122          | 	 0            | 	 121,228,000  | 	 2,256,664  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 510,000      | 	 305          | 	 0            | 	 305,679,000  | 	 44,038,144 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 510,000      | 	 180          | 	 0            | 	 179,581,000  | 	 18,636,480 
 merge sort                     | 	 / 1 (n_const)  | 	 520,000      | 	 239          | 	 0            | 	 239,165,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 520,000      | 	 205          | 	 0            | 	 204,617,000  | 	 2,555,952  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 520,000      | 	 145          | 	 0            | 	 144,992,000  | 	 2,261,064  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 520,000      | 	 308          | 	 0            | 	 307,624,000  | 	 45,090,816 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 520,000      | 	 374          | 	 0            | 	 374,245,000  | 	 8,390,656  
 merge sort                     | 	 / 1 (n_const)  | 	 530,000      | 	 299          | 	 0            | 	 299,716,000  | 	 -456,654,848 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 530,000      | 	 246          | 	 0            | 	 245,072,000  | 	 3,604,528  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 530,000      | 	 153          | 	 0            | 	 152,636,000  | 	 3,305,696  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 530,000      | 	 372          | 	 0            | 	 372,656,000  | 	 36,700,160 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 530,000      | 	 361          | 	 0            | 	 361,381,000  | 	 2,306,456  
 merge sort                     | 	 / 1 (n_const)  | 	 540,000      | 	 265          | 	 0            | 	 264,671,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 540,000      | 	 253          | 	 0            | 	 252,922,000  | 	 3,407,888  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 540,000      | 	 146          | 	 0            | 	 146,122,000  | 	 3,288,624  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 540,000      | 	 345          | 	 0            | 	 345,333,000  | 	 48,760,832 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 540,000      | 	 279          | 	 0            | 	 278,949,000  | 	 21,609,344 
 merge sort                     | 	 / 1 (n_const)  | 	 550,000      | 	 270          | 	 0            | 	 269,363,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 550,000      | 	 231          | 	 0            | 	 230,902,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 550,000      | 	 133          | 	 0            | 	 133,033,000  | 	 3,300,296  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 550,000      | 	 252          | 	 0            | 	 252,617,000  | 	 -424,224,440 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 550,000      | 	 207          | 	 0            | 	 207,408,000  | 	 21,659,328 
 merge sort                     | 	 / 1 (n_const)  | 	 560,000      | 	 282          | 	 0            | 	 281,532,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 560,000      | 	 238          | 	 0            | 	 237,899,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 560,000      | 	 138          | 	 0            | 	 137,546,000  | 	 3,315,496  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 560,000      | 	 321          | 	 0            | 	 320,699,000  | 	 45,088,768 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 560,000      | 	 397          | 	 0            | 	 397,210,000  | 	 12,584,960 
 merge sort                     | 	 / 1 (n_const)  | 	 570,000      | 	 268          | 	 0            | 	 268,468,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 570,000      | 	 238          | 	 0            | 	 238,452,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 570,000      | 	 144          | 	 0            | 	 144,538,000  | 	 3,269,376  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 570,000      | 	 322          | 	 0            | 	 321,118,000  | 	 50,855,936 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 570,000      | 	 236          | 	 0            | 	 236,645,000  | 	 24,007,760 
 merge sort                     | 	 / 1 (n_const)  | 	 580,000      | 	 269          | 	 0            | 	 268,867,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 580,000      | 	 256          | 	 0            | 	 255,930,000  | 	 -505,675,760 
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 580,000      | 	 153          | 	 0            | 	 152,446,000  | 	 3,321,768  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 580,000      | 	 317          | 	 0            | 	 316,507,000  | 	 37,750,784 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 580,000      | 	 205          | 	 0            | 	 205,289,000  | 	 26,606,320 
 merge sort                     | 	 / 1 (n_const)  | 	 590,000      | 	 288          | 	 0            | 	 288,219,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 590,000      | 	 252          | 	 0            | 	 251,609,000  | 	 5,734,464  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 590,000      | 	 161          | 	 0            | 	 160,590,000  | 	 3,326,288  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 590,000      | 	 324          | 	 0            | 	 324,425,000  | 	 52,953,088 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 590,000      | 	 219          | 	 0            | 	 218,870,000  | 	 22,886,544 
 merge sort                     | 	 / 1 (n_const)  | 	 600,000      | 	 296          | 	 0            | 	 295,672,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 600,000      | 	 267          | 	 0            | 	 267,123,000  | 	 5,734,464  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 600,000      | 	 150          | 	 0            | 	 150,203,000  | 	 3,331,800  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 600,000      | 	 303          | 	 0            | 	 302,987,000  | 	 51,799,712 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 600,000      | 	 414          | 	 0            | 	 414,428,000  | 	 3,670,016  
 merge sort                     | 	 / 1 (n_const)  | 	 610,000      | 	 319          | 	 0            | 	 318,640,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 610,000      | 	 312          | 	 0            | 	 311,484,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 610,000      | 	 169          | 	 0            | 	 169,040,000  | 	 3,314,720  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 610,000      | 	 397          | 	 0            | 	 396,973,000  | 	 48,756,736 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 610,000      | 	 244          | 	 0            | 	 243,564,000  | 	 23,618,880 
 merge sort                     | 	 / 1 (n_const)  | 	 620,000      | 	 341          | 	 0            | 	 340,685,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 620,000      | 	 280          | 	 0            | 	 280,188,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 620,000      | 	 175          | 	 0            | 	 174,538,000  | 	 3,330,496  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 620,000      | 	 340          | 	 0            | 	 340,588,000  | 	 55,052,288 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 620,000      | 	 278          | 	 0            | 	 277,770,000  | 	 -423,051,984 
 merge sort                     | 	 / 1 (n_const)  | 	 630,000      | 	 318          | 	 0            | 	 317,813,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 630,000      | 	 281          | 	 0            | 	 280,525,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 630,000      | 	 179          | 	 0            | 	 178,901,000  | 	 3,338,712  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 630,000      | 	 365          | 	 0            | 	 364,714,000  | 	 46,137,344 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 630,000      | 	 241          | 	 0            | 	 240,832,000  | 	 24,150,048 
 merge sort                     | 	 / 1 (n_const)  | 	 640,000      | 	 329          | 	 0            | 	 328,679,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 640,000      | 	 294          | 	 0            | 	 294,043,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 640,000      | 	 202          | 	 0            | 	 202,040,000  | 	 3,345,544  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 640,000      | 	 355          | 	 0            | 	 355,561,000  | 	 55,572,480 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 640,000      | 	 258          | 	 0            | 	 257,875,000  | 	 24,517,376 
 merge sort                     | 	 / 1 (n_const)  | 	 650,000      | 	 340          | 	 0            | 	 339,117,000  | 	 -481,296,384 
 Arrays.sort                    | 	 / 1 (n_const)  | 	 650,000      | 	 298          | 	 0            | 	 297,391,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 650,000      | 	 194          | 	 0            | 	 193,562,000  | 	 3,431,592  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 650,000      | 	 375          | 	 0            | 	 374,457,000  | 	 48,234,496 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 650,000      | 	 249          | 	 0            | 	 249,522,000  | 	 24,508,896 
 merge sort                     | 	 / 1 (n_const)  | 	 660,000      | 	 356          | 	 0            | 	 356,287,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 660,000      | 	 313          | 	 0            | 	 313,594,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1 (n_const)  | 	 660,000      | 	 187          | 	 0            | 	 186,612,000  | 	 3,390,488  
 Linked Hashmap                 | 	 / 1 (n_const)  | 	 660,000      | 	 345          | 	 0            | 	 345,007,000  | 	 57,671,680 
 Stream + parallel + sort       | 	 / 1 (n_const)  | 	 660,000      | 	 252          | 	 0            | 	 252,479,000  | 	 25,303,952 
 merge sort                     | 	 / 1 (n_const)  | 	 670,000      | 	 348          | 	 0            | 	 347,678,000  | 	 3,147,776  
 Arrays.sort                    | 	 / 1 (n_const)  | 	 670,000      | 	 303          | 	 0            | 	 303,483,000  | 	 5,783,568  
